time,line,translation
01:00:28,(STUTTERING) Um...,
01:00:30,No no no no no.,
01:00:31,,"그래, 하자"
01:00:32,(SIGHS) Yeah. Let's do it.,
01:00:45,,받아들였어 돌이킬 수 없어
01:00:46,She took it. There's no turning back.,
01:00:47,,그래서 여기서 어떻게 미네소타로 갈 거야?
01:00:48,So how are we going to get to Minnesota from here?,
01:00:50,,"음, 코끼리 대여소로 가서 코끼리를 빌려 가지"
01:00:51,"Well, why don't we go down",
01:00:52,to the elephant lot and rent an elephant?,
01:00:53,,"어라, 그거 좋네"
01:00:54,Hey. That sounds nice.,"버스 탈 거야, 멍청아!"
01:00:55,"We're taking the bus, nitwit!",
01:00:58,,"버스는 내일 출발이야, 완벽해"
01:00:59,ANGER: There's a bus leaving tomorrow. Perfect!,
01:01:00,,표도 돈으로 사야지 돈은 어디서 구해?
01:01:01,A ticket costs money. How do we get money?,
01:01:02,,엄마 지갑 - 그러면 안 돼
01:01:03,Mom's purse. (GASPS) You wouldn't.,
01:01:04,,"아, 할 거야 어디서 마지막으로 봤지?"
01:01:05,"Oh, but I would. Where was it we saw it last?",
01:01:10,솵 TripleDent gum 솵 No!,안 돼!
01:01:11,(FEAR SCREAMS) It's downstairs somewhere.,아래층 어디 있겠지
01:01:12,,엄마 아빠가 우릴 이렇게 망쳤으니
01:01:13,Mom and Dad got us into this mess.,
01:01:14,,빠져나가는 값 정도는 해 줘야지
01:01:15,ANGER: They can pay to get us out.,
01:01:19,,이건 어때 멋지지 않아?
01:01:20,"How about this, huh? Isn't this nice?",
01:01:21,,이 위에선 다 볼 수 있어
01:01:22,You can see everything from up here.,
01:01:23,,"봐, 귀납적 추론이 있고 데자뷰도 있어"
01:01:24,"Look, there's Inductive Reasoning.",
01:01:26,There's D챕ja Vu.,언어 처리가 있고 데자뷰도 있어
01:01:27,There's Language Processing.,
01:01:29,There's D챕ja Vu.,비판적 사고가 있고 데자뷰도 있어
01:01:30,There's Critical Thinking.,
01:01:31,There's D챕ja Vu.,
01:01:32,,그리고 이 친구 기억 좀 봐
01:01:33,"Hey, look at this, guys! Memories!",
01:01:35,,"저기, 좋은 생각이었어"
01:01:36,Hey. That was a good idea.,
01:01:37,,라일리를 겁줘서 깨우는 거
01:01:38,About scaring Riley awake.,
01:01:40,,그렇게 나쁘진 않네 - 정말?
01:01:41,JOY: You're not so bad.,
01:01:42,Really?,
01:01:43,,잘 했어
01:01:44,Nice work.,
01:01:46,"JOY: Oh, I can't wait to get the old Riley back.",라일리를 되돌리고 싶어 못 견디겠어
01:01:48,"As soon as we get there,",일단 돌아가면 이 난장판을 다 고쳐놓을 거야
01:01:50,I'm going to fix this whole mess.,"와, 이거 라일리야?"
01:01:51,Whoa. Is this Riley?,
01:01:52,,지금은 엄청 컸네 내 로켓엔 안 맞겠어
01:01:53,She's so big now. She won't fit in my rocket.,
01:01:55,,어떻게 달까지 가지?
01:01:56,How are we gonna get to the moon?,"오, 꾸부정 나무에서 있었던 때네, 기억나?"
01:01:57,"Oh, it's that time in the twisty tree, remember?",
01:01:59,,하키 팀이 등장하고 엄마 아빠가 응원하고
01:02:00,The hockey team showed up,
01:02:02,and Mom and Dad were there cheering.,
01:02:03,,"저기 봐, 재밌게 놀고 웃고 있잖아"
01:02:04,"JOY: Look at her, having fun and laughing.",
01:02:07,"Oh, I love this one.",난 이거 좋아해 - 나도 이거 좋아해
01:02:09,"Hmm. I love that one, too.",
01:02:11,,"좋아, 제대로 아네 - 그래"
01:02:12,Atta girl! Now you're getting it!,
01:02:13,,프레리독이 중요한 플레이오프 경기에서 진 날이지
01:02:14,Yeah. It was the day the Prairie Dogs,
01:02:16,lost the big playoff game.,
01:02:17,,라일리가 결정타를 놓쳐서 기분이 상해 관두고 싶어했어
01:02:18,Riley missed the winning shot.,
01:02:20,She felt awful. She wanted to quit.,
01:02:23,,"미안, 내가 또 슬프게 했지?"
01:02:24,"Sorry. I went sad again, didn't I?",
01:02:26,,"있잖아, 돌아가면 더 고민해 보자, 알겠지?"
01:02:27,I'll tell you what. We can keep working on that when we get back. Okay?,
01:02:30,,그래
01:02:31,Okay.,
01:02:33,,정말 이해가 안 돼
01:02:34,MOM: But I just don't understand.,
01:02:37,,왜 우리 이삿짐차가 텍사스까지 갔죠?
01:02:39,Why did our moving van even go to Texas?,
01:02:44,,고객이 많아요?
01:02:45,Multiple customers?,
01:02:53,,5일까지 보내준다면서요
01:02:54,"Well, we were promised delivery on the fifth.",
01:03:00,Uh-huh.,
01:03:06,,"저기, 더 빨리 보낼 방법은 없습니까?"
01:03:07,"Excuse me, isn't there any way that you can rush it?",
01:03:10,(RUMBLING),
01:03:13,(GASPS),
01:03:14,,정직 섬이?
01:03:15,JOY: Honesty Island?,
01:03:20,(ALL SCREAMING),
01:03:24,(GASPS) Look out!,조심해!
01:03:31,,제발!
01:03:32,ENGINEER: Come on!,
01:03:37,(ALL SCREAMING) Hold on!,꽉 잡아!
01:03:38,,서둘러 - 어서 달라붙어
01:03:39,Hurry up! Come on! Over here!,
01:03:41,"WORKER: Come on, people! Let's, go, go, go!","가자, 가자 - 내가 잡았어"
01:03:42,,당겨!
01:03:54,,집으로 가는 길이었는데
01:03:55,JOY: That was our way home.,
01:03:56,,섬을 또 잃었어 대체 무슨 일이야?
01:03:57,We lost another island? What is happening?,
01:03:58,,못 들었어요? 라일리가 가출한대요
01:03:59,Haven't you heard? Riley's running away.,
01:04:02,,네?
01:04:03,What?,
01:04:04,,"잠깐, 잠깐 기다려, 얘들아"
01:04:05,"FEAR: Wait, wait, hang on, guys.",
01:04:07,,정말로 할 거야? 심각한 문제야
01:04:08,Are we really doing this?,
01:04:09,"I mean, this is serious. Look.",
01:04:10,,"봐, 핵심 기억도 이제 없어"
01:04:11,We have no Core Memories.,라일리가 행복하길 바래?
01:04:12,ANGER: You want Riley to be happy?,
01:04:13,,미네소타로 돌아가 기억을 더 만들자고
01:04:14,Let's get back to Minnesota and make more.,
01:04:16,,"기쁨아, 서두르면 막을 수 있을 거야"
01:04:18,"Joy, if we hurry, we can still stop her.",
01:04:21,,"가족 섬, 가자!"
01:04:22,Family Island. Let's go!,
01:04:34,(RUMBLING),
01:04:37,(GASPS) Joy! Joy!,기쁨아
01:04:38,,"기쁨아, 너무 위험해 제때 갈 수 없을 거야"
01:04:40,SADNESS: It's too dangerous!,
01:04:41,SADNESS: We won't make it in time. (THUDDING),
01:04:45,,"하지만, 남은 길은 저기뿐이야"
01:04:46,But that's our only way back!,
01:04:48,(BOTH GRUNTING),
01:04:59,,회상 튜브다!
01:05:00,A recall tube!,
01:05:03,,회상될 수 있어
01:05:04,We can get recalled!,
01:05:08,,"좋은 하루 보내라, 얘야"
01:05:09,"MOM: Have a great day, sweetheart.",
01:05:11,,"학교 끝나고 보자, 원숭이 - 사랑한다"
01:05:12,"See you after school, monkey. (IMITATING MONKEY GRUNTING)",
01:05:14,We love you!,
01:05:18,,"가, 뛰어! 가!"
01:05:19,"Go! Run, run! Go!",
01:05:30,,"워워, 슬픔아"
01:05:31,"Whoa! Whoa! Sadness! Sadness, stop!","슬픔아, 그만"
01:05:34,,"라일리에게 또 해를 줬어 - 안 돼, 또 해버렸어"
01:05:35,You're hurting Riley!,
01:05:36,"Oh, no, no, no! I did it again!",
01:05:37,,네가 핵심 기억을 만지면 더 슬퍼질 거란 말야
01:05:38,"If you get in here,",
01:05:40,these Core Memories will get sad.,
01:05:43,(RUMBLING),
01:05:47,,미안해
01:05:48,I'm sorry. Riley needs to be happy.,라일리는 행복해야 해 - 기쁨아?
01:05:51,Joy?,
01:06:01,(GASPS),
01:06:02,(SCREAMING) (GASPS),
01:06:05,,기쁨아!
01:06:06,Joy! (SCREAMING),
01:06:11,,기쁨아!
01:06:12,Joy!,
01:06:30,(JOY GRUNTING),
01:06:40,(GASPING),
01:06:45,,기쁨아?
01:06:46,Joy?,
01:06:52,(GASPS),
01:06:53,,기쁨아!
01:06:54,Joy!,
01:07:00,(GRUNTING),
01:07:01,,"기쁨아, 뭐 하는 거야 제발 그만 둬"
01:07:02,"Joy, what are you doing? Will you stop it, please?",
01:07:05,(JOY PANTING),
01:07:08,,"모르겠니, 기쁨아 우린 여기 갇혔어!"
01:07:09,"Don't you get it, Joy? We're stuck down here.",
01:07:12,,우린 잊혀졌다고
01:07:13,We're forgotten.,
01:07:22,RILEY: We used to play tag and stuff.,
01:07:29,But everything's different now.,
01:07:33,Since we moved.,
01:07:36,(RILEY SNIFFLING),
01:07:42,(SIGHS),
01:07:45,(SNIFFLES),
01:07:47,(RILEY LAUGHING),
01:07:54,(RILEY TALKING INDISTINCTLY),
01:07:58,(JOY SNIFFLING),
01:08:02,(RILEY HUMMING),
01:08:05,,기억 나요?
01:08:06,Do you remember how she used to,
01:08:07,,얘가 당황하면 혀를 쭉 빼던 거
01:08:09,stick her tongue out when she was coloring?,
01:08:20,,늘 이 아이의 이야기를 들을 수 있었죠
01:08:21,I could listen to her stories all day.,
01:08:29,(RILEY LAUGHING),
01:08:37,,그냥 라일리가 행복했음 했어요
01:08:38,I just wanted Riley to be happy.,
01:08:44,And now...,
01:08:49,(CRYING),
01:09:02,(RILEY LAUGHING),
01:09:19,(KIDS CHEERING),
01:09:41,,프레리독이 중요한 플레이오프 경기에서 진 날이지
01:09:42,SADNESS: It was the day the Prairie Dogs,
01:09:43,lost the big playoff game.,
01:09:45,,라일리가 결정타를 놓쳐서 기분이 상해
01:09:46,Riley missed the winning shot. She felt awful.,
01:09:49,,관두고 싶어했어
01:09:50,She wanted to quit.,
01:10:04,(ALL CHEERING),
01:10:09,Sadness.,슬픔
01:10:11,,"엄마 아빠, 팀"
01:10:12,Mom and Dad... The team...,
01:10:16,They came to help because of Sadness.,슬픔 덕에 도울 수 있었던 거야
01:10:25,,다시 올라가야 해요
01:10:26,We have to get back up there.,
01:10:28,,"기쁨아, 우린 여기 갇혔어"
01:10:29,"Joy, we're stuck down here.",
01:10:31,,다른 행성이나 다름 없다고
01:10:32,We might as well be on another planet.,
01:10:39,,다른 행성
01:10:40,Another planet.,
01:10:43,,놀고 싶은 친구 누구?
01:10:44,솵 Who's your friend who likes to play? 솵,
01:10:49,,놀고 싶은 친구 누구?
01:10:50,솵 Who's your friend who likes to play? 솵,
01:10:52,,로켓 타고 소리 질러!
01:10:54,"솵 His rocket makes you yell ""Hooray!"" 솵",
01:10:59,,누가 가장 최고일까 함께 노래 부를 친구
01:11:00,솵 Who's the best in every way 솵,
01:11:01,솵 And wants to sing this song to say? 솵,
01:11:02,,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:11:03,솵 Who's your friend who likes to play? 솵,
01:11:04,"솵 Bing Bong, Bing Bong 솵",
01:11:05,,로켓 타고 소리 질러!
01:11:06,"솵 His rocket makes you yell ""Hooray!"" 솵",
01:11:08,(JOY GRUNTING),
01:11:21,,올라타요
01:11:22,Hop in.,
01:11:26,,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:11:27,솵 Who's your friend who likes to play? 솵,
01:11:28,"솵 Bing Bong, Bing Bong 솵","로켓 타고 소리 질러 빙봉, 빙봉"
01:11:29,"솵 His rocket makes you yell ""Hooray!"" 솵",
01:11:30,"솵 Bing Bong, Bing Bong 솵",누가 가장 최고일까 함께 노래 부를 친구
01:11:31,솵 Who's the best in every way 솵,
01:11:33,솵 And wants to sing this song to say 솵,
01:11:35,솵 Who's your friend who likes to play? 솵,
01:11:36,"솵 Bing Bong, Bing Bong His rocket makes you yell ""Hooray!"" 솵","로켓 타고 소리 질러 빙봉, 빙봉"
01:11:38,"솵 Bing Bong, Bing Bong 솵",누가 가장 최고일까 함께 노래 부를 친구
01:11:40,솵 Who's the best in every way 솵,
01:11:41,솵 And wants to sing the song to say... 솵,
01:11:42,(JOY SCREAMING),
01:11:48,,어서요!
01:11:49,Come on!,
01:11:51,솵 Who's your friend who likes to play? 솵,
01:11:52,"솵 Bing Bong, Bing Bong 솵",
01:11:53,"솵 His rocket makes you yell ""Hooray!"" Bing Bong, Bing Bong 솵",
01:11:55,솵 Who's the best in every way And wants to sing this song to say 솵,
01:11:57,솵 Who's your friend who likes to play? 솵,
01:12:01,(JOY GRUNTS) BING BONG: Ow!,
01:12:04,(GROANS),
01:12:11,,"자, 기쁨아 한 번 더"
01:12:12,"BING BONG: Come on, Joy. One more time.",
01:12:14,,이제 감이 왔어
01:12:15,I got a feeling about this one.,
01:12:16,"솵 Bing Bong, Bing Bong 솵","로켓 타고 소리 질러 빙봉, 빙봉"
01:12:18,"솵 His rocket makes you yell ""Hooray!"" Bing Bong, Bing Bong 솵",
01:12:19,,누가 가장 최고일까 함께 노래 부를 친구
01:12:20,솵 Who's the best in every way And wants to sing this song to say 솵,
01:12:21,,"놀고 싶은 친구 누구? 빙봉, 빙봉"
01:12:22,"솵 Who's your friend who likes to play? Bing Bong, Bing Bong 솵",
01:12:23,,"크게! 크게! 기쁨아, 더 크게 불러!"
01:12:24,"Louder! Joy, sing louder! (JOY SINGING)",
01:12:27,솵 To sing this song to say 솵,
01:12:28,솵 Who's your friend who likes to... 솵 (SCREAMS),
01:12:31,"솵 Who's your friend who likes to play? Bing Bong, Bing Bong 솵",
01:12:33,"솵 His rocket makes you yell ""Hooray!"" Bing Bong, Bing Bong 솵",
01:12:35,솵 Who's the best in every way and wants to sing this song to say 솵,
01:12:37,솵 Bing Bong 솵,해 낼 거에요!
01:12:38,We're gonna make it!,
01:12:46,Whoo-hoo! Bing Bong! We did it!,
01:12:47,,"빙봉, 해냈어요!"
01:12:49,,우리가... 빙봉?
01:12:50,We... Bing Bong? Bing Bong!,
01:12:52,,빙봉!
01:12:54,(BING BONG WHOOPING),해냈구나!
01:12:55,BING BONG: You made it!,
01:12:57,(BING BONG LAUGHING),가! 가서 라일리를 구해!
01:12:58,Go! Go save Riley!,
01:13:03,,나 대신 달에 데려다 줘 알겠지?
01:13:04,Take her to the moon for me. Okay?,
01:13:13,,오...
01:13:14,(WHIMPERS),
01:13:15,,오...
01:13:20,,"노력할게요, 빙봉"
01:13:21,"I'll try, Bing Bong.",
01:13:25,,약속해요
01:13:26,I promise.,
01:13:40,,우리 왔다!
01:13:41,We're home!,
01:13:42,,라일리? 라일리!
01:13:43,Riley? Riley!,
01:13:49,,휴대폰 전화 해볼게요
01:13:50,I'll call her cell.,
01:13:54,"Oh, this is terrible.","오, 정말 끔찍해"
01:13:55,,"잠깐, 누가 우리 쪽으로 오는 건가?"
01:13:56,"Wait, is that someone walking towards us?","저, 길 건너자"
01:13:58,"Yep, let's cross the street.",
01:13:59,(PHONE RINGING),
01:14:03,(GASPS) It's Mom. She's onto us!,"엄마야, 다 알았어"
01:14:04,,어떡해? - 라일리는 핵심 기억이 필요해
01:14:05,What do we do? Where's my bag?,
01:14:06,Riley needs to get Core Memories.,
01:14:07,,계속 간다
01:14:08,FEAR: That's the stuff. We keep going.,
01:14:11,(RUMBLING),
01:14:12,,슬픔아!
01:14:13,Sadness!,
01:14:24,,슬픔아? 슬픔아!
01:14:25,Sadness! Sadness?,
01:14:26,,"제발, 슬픔아 어디 있어?"
01:14:27,"Come on, Sadness. Where are you? Okay.",
01:14:28,,"좋아, 내가 슬픔이라면 어디로 갔을까?"
01:14:30,"If I were Sadness, where would I be?",
01:14:32,"Oh. Everything is awful and my legs don't work,","아, 다 끔찍하다 다리도 말을 안 들어"
01:14:36,,네가 날 끌고 다니고 내가 전부 다 만져...
01:14:37,and you have to drag me around while I touch all the...,
01:14:54,(PHONE RINGING),
01:14:56,,"안 돼, 또 엄마야 이제 어떡하지?"
01:14:57,"Oh, no! It's Mom again! What do we do?",
01:14:58,(ANGER GRUNTS),어...
01:15:02,(RINGING STOPS),
01:15:04,,"미쳤군, 도망가면 안 돼"
01:15:05,This is madness! She shouldn't run away!,
01:15:06,,이 생각을 머리에서 떨쳐 내자
01:15:07,Let's get this idea out of her head. (STRAINING),
01:15:09,,슬픔아?
01:15:10,Sadness?,
01:15:11,(GASPS) Sadness!,
01:15:12,,슬픔아! - 기쁨아?
01:15:14,Joy?,
01:15:15,,"잠깐, 슬픔아"
01:15:16,Wait! Sadness!,
01:15:17,,날 내버려 둬. 라일리는 내가 없어야 더 나아
01:15:18,Just let me go! Riley's better off without me!,
01:15:21,,돌아와!
01:15:22,JOY: Come back!,
01:15:27,,당신 남편을 코끼리가 날려 버렸다고요
01:15:28,"Okay, you're saying your husband",
01:15:30,was blown away by an elephant.,
01:15:31,,누구랑 있었나요? - 네! 저기 있네요!
01:15:32,Was he with anyone?,
01:15:33,Yes! And there she is!,야! 돌아와!
01:15:34,Hey! Come back here!,
01:15:35,,"잊어버려, 제이크 뜬구름 잡기야"
01:15:36,"Forget it, Jake. It's Cloud Town.",
01:15:41,Oh! What? Sadness!,
01:15:42,,슬픔아!
01:15:43,,난 늘 다 나쁘게만 만들지! - 기다려!
01:15:44,(SOBBING) I only make everything worse!,
01:15:46,,"슬픔아, 널 다시 데려와야..."
01:15:47,Wait! Sadness! We got to get you back to...,
01:15:49,(RUMBLING),
01:15:59,"It's stuck! Oh, great.","끼었어! - 아, 대단하네"
01:16:00,,끼었다니 무슨 소리야? - 또 뭐야?
01:16:01,What do you mean it's stuck? Now what?,
01:16:02,,"안 돼, 안 돼 이건 뭐야?"
01:16:03,"Oh, no no no no! What is this?",
01:16:07,(GRUNTS),
01:16:13,,어떻게 막아? - 내가 할게
01:16:14,How do we stop it? I got it!,겁먹게 한다면 마음을 바꿀 거야
01:16:15,Make her feel scared! That'll make her change her mind!,
01:16:17,Brilliant! DISGUST: I know it's brilliant! Do it!,"똑똑해! - 똑똑한 건 알아, 어서 해"
01:16:19,Ah! Nothing's working! Why isn't it working?,아무것도 안 돼 왜 안 되지?
01:16:21,,"내가 할게! - 잠깐, 네가 부쉈어"
01:16:22,Let me try. Great! You broke it!,"비켜, 비켜 - 내가 할게, 나와"
01:16:23,"No, I didn't! Don't touch that! (ARGUING)",
01:16:24,Let me do it! Get out of here! (ALL GRUNTING),
01:16:27,,안 돼
01:16:28,,"얘들아, 우리가 어떤 감정도 느끼지 못하게 만들어버렸어"
01:16:29,"Guys, we can't make Riley feel anything.",
01:16:33,,우리가 뭘 한 거야?
01:16:34,What have we done?,
01:16:35,,"저기, 나 좀 봐요 전에 당신이 말하길"
01:16:36,"Hey! Hey, look at me!",
01:16:38,Did you mean what you said before?,라일리를 위해선 죽기라도 하겠다 라일리를 위해선 죽기라도 하겠다
01:16:39,I would die for Riley! I would die for Riley!,
01:16:40,,"좋아요, 더벅머리 입증해 보세요"
01:16:42,"Yeah, okay, haircut. Time to prove it.",
01:16:44,(BEEPING RAPIDLY),
01:16:46,,라일리를 위해선 죽기라도 하겠다 라일리를 위해선 죽기라도 하겠다
01:16:47,I would die for Riley! I would die for Riley!,
01:16:49,I would die for Riley!,
01:16:53,(WAILING),
01:17:06,,"됐어, 나 접는다"
01:17:07,That's it! I fold!,
01:17:27,Whoa!,
01:17:28,Whoa.,
01:17:31,Whoa!,
01:17:32,IMAGINARY BOYFRIENDS: Whoa!,
01:17:39,,"미친 짓이야, 미친 짓"
01:17:40,"This is crazy. This is crazy. No, no, no. Joy. Be positive.",
01:17:41,,"아냐, 기쁨아 긍정적으로!"
01:17:47,I am positive this is crazy!,미친 짓이라는 데 긍정적이다!
01:17:53,,가자!
01:17:54,Now! IMAGINARY BOYFRIENDS: For Riley!,라일리를 위해서-
01:18:03,,기쁨아? - 꽉 잡아!
01:18:04,Joy? Hang on!,
01:18:07,"Oh, I wish Joy was here!","오, 기쁨이가 있었으면 좋았으련만!"
01:18:16,,기쁨이야!
01:18:17,It's Joy!,
01:18:18,,물러서!
01:18:19,ANGER: Stand back!,
01:18:20,,잘도 하네 - 똑똑한 너라면 어떻게 할건데!
01:18:21,That worked.,
01:18:22,"Well, what would you do, if you're so smart?",
01:18:24,,말해 줬는데 네가 멍청해서 이해를 못 한거야
01:18:25,"I'd tell you, but you're too dumb to understand.",
01:18:27,,뭐! - 물론 그 작은 뇌론 헷갈리겠지
01:18:28,What? Of course your tiny brain is confused.,
01:18:29,,내가 네 수준으로 바보가 되어야 하나보다
01:18:30,Guess I'll just have to dumb it down to your level.,
01:18:32,,"미안한데 난 너 같은 바보랑 말 안 하지만, 해 볼까"
01:18:33,"Sorry I don't speak moron as well as you,",
01:18:35,but let me try. Duh!,
01:18:36,,더어-
01:18:38,(SCREAMS),
01:18:46,,"오, 감사합니다 돌아왔구나!"
01:18:47,"FEAR: Oh, thank goodness you're back!",
01:18:48,,정말이지 난장판이야 - 우-우리가 이렇게 생각했어
01:18:49,Things are really messed up! We found this idea.,
01:18:50,,"오, 안 돼"
01:18:51,We were just trying to make happy memories.,
01:19:01,,"기쁨아, 고쳐야 해 어서 가!"
01:19:02,"Joy, you got to fix this! Get up there!",
01:19:03,,"슬픔아, 네게 달렸어 - 나?"
01:19:04,"Sadness, it's up to you.",
01:19:05,,슬픔이?
01:19:06,Me? ALL: Sadness?,
01:19:07,,"난 못 해, 기쁨아 - 할 수 있어"
01:19:08,"I can't, Joy.",
01:19:09,"Yes, you can. Riley needs you.",
01:19:10,,라일리는 네가 필요해
01:19:23,,좋아...
01:19:24,Okay.,
01:19:45,,"잠깐, 멈춰요 내리고 싶어요"
01:19:46,Wait! Stop! I want to get off!,
01:19:49,(BRAKES SCREECH),
01:19:59,,"네, 고마워요 그럴게요"
01:20:00,All right. Thank you. We will.,
01:20:01,,선생님도 라일리를 하루 종일 못 봤대요!
01:20:02,Her teacher hasn't even seen Riley all day.,
01:20:03,,뭐? - 뭘 입고 있었지?
01:20:04,What? What was she wearing last?,혹시 기억나는... - 못 믿겠군
01:20:05,Do you even remember what... I can't believe this.,
01:20:07,,라일리 - 이제 왔구나
01:20:08,"DAD: Riley, there you are! Thank goodness!",감사합니다 - 정말 걱정했단다
01:20:09,MOM: We were worried sick!,어디 있었니? 너무 늦었잖아
01:20:10,Where have you been? It's so late!,
01:20:12,"DAD: Oh, honey! What happened? Are you all right?",
01:20:14,"MOM: We asked the neighbors, I called the school,",
01:20:16,we talked to your teacher.,
01:21:02,(GIGGLING),
01:21:38,(SNIFFLING),
01:21:43,,안 그러길 바라신단 건 알지만...
01:21:44,I know you don't want me to but...,
01:21:47,,집이 그리웠어요
01:21:48,I miss home.,
01:21:51,,미네소타가 그리웠어요
01:21:52,I miss Minnesota.,
01:21:56,,제가 행복하길 바라시잖아요
01:21:57,"You need me to be happy, but...",
01:21:58,,하지만
01:22:01,,옛 친구들과 하키 팀을 원했었어요
01:22:02,"I want my old friends, and my hockey team.",
01:22:08,,집에 가고 싶어요
01:22:09,I want to go home.,
01:22:11,,화내지 말아 주세요
01:22:12,Please don't be mad.,
01:22:16,,"오, 얘야 - 화내지 않는단다"
01:22:17,"Oh, sweetie.",
01:22:18,We're not mad.,
01:22:20,,그거 아니? 아빠도 미네소타가 그립단다
01:22:21,You know what? I miss Minnesota too.,
01:22:25,,등산을 하던 그 숲이 보고 싶어
01:22:26,I miss the woods where we took hikes.,
01:22:29,,네가 뛰놀던 그 뒤뜰도...
01:22:30,And the backyard where you used to play.,
01:22:32,,네가 스케이트를 배우던 그 호수도
01:22:33,"Spring Lake, where you learned to skate.",
01:22:37,,이리 오렴
01:22:38,Come here.,
01:22:40,(SOBBING),
01:23:09,(BREATHES DEEPLY),
01:24:00,,"야, 이 새 전경도 좋네"
01:24:01,"FEAR: Hey, I'm liking this new view.",우정 섬이 커졌어
01:24:02,ANGER: Friendship Island has expanded.,
01:24:03,,드디어 의견 나눔 구역이 생겨서 기쁘군
01:24:04,Glad they finally opened that Friendly Argument section.,
01:24:06,,난 비극적 뱀파이어 로맨스 섬이 좋아
01:24:07,I like Tragic Vampire Romance Island.,
01:24:08,,패션 섬! 진짜 말도 안 돼
01:24:09,Fashion Island? Oh. Everyone shut up.,
01:24:11,,남성 밴드 섬? 그냥 기우겠지
01:24:12,Boy Band Island? Hope that's just a phase.,
01:24:13,,뭐든간에 내가 보기엔 다 아름다워 보여
01:24:14,"Say what you want, I think it's all beautiful.",
01:24:17,(DRILL WHIRRING),"좋아요, 갑니다"
01:24:18,All right. Here you go.,새 확장형 계기판이 설치됐고 가동 시작합니다
01:24:19,Your new expanded console is up and runnin'.,
01:24:22,Ooh! Wow!,
01:24:23,,"좋아, 업그레이드!"
01:24:24,Cool! Upgrade! Ooh!,
01:24:25,Hey! Whoa-ho! (BEEPS),
01:24:26,"Whoops, wait. Did I just do that?",내가 그런 거야?
01:24:27,,"얘들아, 사춘기가 뭐야?"
01:24:29,"Hey, guys? What's pub-er-ty?",나도 몰라 별로 안 중요하겠지
01:24:30,I don't know. It's probably not important.,
01:24:31,,악담 도서관을 죄다 들쑤셔볼 수 있겠군!
01:24:32,Whoa. I have access to the entire curse word library!,
01:24:36,This new console is the...,이 새 계기판은 정말-
01:24:38,(BEEPS),
01:24:39,,"미안, 또 나야 실수했어"
01:24:40,Sorry. I did it again. My bad.,링크장으로 간다
01:24:41,They're getting to the rink.,
01:24:43,,"자, 경기 나가면 공격적으로 하는 거야"
01:24:44,"DAD: Now when you get out there, you be aggressive!",
01:24:45,,"알아요, 아빠 - 너무 공격적이진 말고"
01:24:46,"I know, Dad. MOM: But not too aggressive.",
01:24:47,,"있잖아요, 모든 경기에 다 오실 필요 없어요"
01:24:48,"You know, you guys don't have to come to every game.",
01:24:49,,장난하니? 하나도 안 놓칠 거야!
01:24:50,Are you kidding? I'm not missing one!,
01:24:52,Go Foghorns!,포그혼 화이팅! - 라일리 화이팅!
01:24:53,,"포그- 혼- - 알았어요, 알았어"
01:24:54,Go Riley! Foghorns are the best!,
01:24:55,,가야겠어요
01:24:56,(DAD BELLOWING) Okay! I got to go!,
01:24:57,,오- - 우릴 사랑해
01:24:58,Aw! They love us.,"그래, 엄마 아마 정말 최고야"
01:24:59,"Yeah, Mom and Dad are pretty cool.",
01:25:00,,"얘들아, 물론 그렇지만 우리가 보여줘야 하지 않아?"
01:25:01,"Guys, of course they are. But we can't show it.",
01:25:05,(ALL CHEERING),페이스 페인팅 좋아하잖아!
01:25:06,She loved the face painting!,좋은 아이디어라고 했지
01:25:07,Ha! Told you it was a great idea!,
01:25:09,,근래 최고의 아이디어였어 - 정말 좋은 남자야
01:25:10,Best idea he's had in a while.,
01:25:12,He's a really good guy.,
01:25:13,(ALL SIGHS),
01:25:17,,혹시 모르니까
01:25:18,Just in case.,
01:25:20,Oh!,
01:25:22,,미안
01:25:23,Sorry.,
01:25:25,,여자!
01:25:26,(ALL SCREAMING),
01:25:28,ALARM: Girl! Girl! Girl!,
01:25:32,Uh... Okay. Bye.,"그래, 잘 있어"
01:25:37,"COACH: Remember, just hustle.",
01:25:39,,"여어, 라일리"
01:25:40,"GIRL #1: Go, Riley!",
01:25:42,GIRL #2: You got this!,
01:25:44,,준비 됐어? - 응
01:25:45,You ready? Yeah.,
01:25:46,,"좋아, 하키 해 보실까!"
01:25:47,All right. Let's play some hockey!,
01:25:49,"(WHISTLE BLOWING) JOY: All right, Anger, take it!","좋아, 버럭아. 선방 - 퍽 안 주면 고기로 만들어주지!"
01:25:51,ANGER: Give us that puck or you're dead meat!,
01:25:52,,왼쪽! 왼쪽!
01:25:53,FEAR: On our left. On our left!,이번엔 땀내 안 나게 하자
01:25:54,DISGUST: Let's just try not to get all smelly this time.,"오, 엄마 아빠가 우리 실패를 보고 계셔"
01:25:55,SADNESS: Oh. Mom and Dad are watching us fail.,
01:25:57,,금방이지!
01:25:58,ANGER: Not for long!,
01:26:00,,확실히 최근엔 많은 일이 있었다
01:26:01,"JOY: We've been through a lot lately, that's for sure.",
01:26:02,,그래도 우린 이 아이를 사랑해
01:26:03,But we still love our girl.,
01:26:04,,멋진 새 친구와 멋진 새 집도 있고
